ID,SEQUENCE,POS,PROJECT,FILE
5003,get interceptors,VB NNS,spring-framework,InterceptingHttpAccessor.java
5004,get request factory,VB NN NN,spring-framework,InterceptingHttpAccessor.java
5005,test imports,VB NNS,spring-framework,StandardTypeLocatorTests.java
5006,empty cache control,JJ NN NN,spring-framework,CacheControlTests.java
5007,max age,JJ NN,spring-framework,CacheControlTests.java
5008,max age and directives,JJ NN CC NNS,spring-framework,CacheControlTests.java
5009,max age and s max age,JJ NN CC FW JJ NN,spring-framework,CacheControlTests.java
5010,no cache private,DT NN JJ,spring-framework,CacheControlTests.java
5011,no store,DT NN,spring-framework,CacheControlTests.java
5012,get e tag,VB FW NN,spring-framework,MockRenderRequest.java
5013,test session attribute equal to,VB NN NN JJ TO,spring-framework,SessionAttributeAssertionTests.java
5014,test session attribute matcher,VB NN NN NN,spring-framework,SessionAttributeAssertionTests.java
5015,create map,VB NN,spring-framework,CustomMapEditor.java
5016,always create new map,RB VB JJ NNS,spring-framework,CustomMapEditor.java
5017,test message,VB NN,presto,TestPrestoException.java
5018,to error code,TO NN NN,presto,TestPrestoException.java
5019,lock down nodes,VB RP NNS,presto,TopologyAwareNodeSelector.java
5020,all nodes,DT NNS,presto,TopologyAwareNodeSelector.java
5021,select current node,VB JJ NN,presto,TopologyAwareNodeSelector.java
5022,select random nodes,VB JJ NNS,presto,TopologyAwareNodeSelector.java
5023,compute assignments,VB NNS,presto,TopologyAwareNodeSelector.java
5024,best node split count,JJS NN VB NN,presto,TopologyAwareNodeSelector.java
5025,next token,JJ NN,presto,DelimiterLexer.java
5026,get table metadata,VB NN NNS,presto,TablePropertiesSystemTable.java
5027,assert byte code expression type,VB NN NN NN NN,presto,ByteCodeExpressionAssertions.java
5028,assert byte code expression,VB NN NN NN,presto,ByteCodeExpressionAssertions.java
5029,assert byte code node,VB NN NN NN,presto,ByteCodeExpressionAssertions.java
5030,stop presto,VB NN,presto,PrestoCliTests.java
5031,get requirements,VB NNS,presto,PrestoCliTests.java
5032,should display version,MD VB NN,presto,PrestoCliTests.java
5033,should run query,MD VB NN,presto,PrestoCliTests.java
5034,should run batch query,MD VB NN NN,presto,PrestoCliTests.java
5035,should use catalog and schema options,MD VB NN CC NN NNS,presto,PrestoCliTests.java
5036,should run query from file,MD VB NN IN NN,presto,PrestoCliTests.java
5037,launch presto cli with server argument,VB NN NNP IN NN NN,presto,PrestoCliTests.java
5038,launch presto cli,VB NN NNP,presto,PrestoCliTests.java
5039,extract conjuncts,VB NNS,presto,ExpressionUtils.java
5040,extract disjuncts,VB NNS,presto,ExpressionUtils.java
5041,and,CC,presto,ExpressionUtils.java
5042,or,CC,presto,ExpressionUtils.java
5043,binary expression,JJ NN,presto,ExpressionUtils.java
5044,combine conjuncts,VB NNS,presto,ExpressionUtils.java
5045,combine conjuncts with default,VB NNS IN NN,presto,ExpressionUtils.java
5046,combine disjuncts,VB NNS,presto,ExpressionUtils.java
5047,combine disjuncts with default,VB NNS IN NN,presto,ExpressionUtils.java
5048,strip non deterministic conjuncts,VB RB JJ NNS,presto,ExpressionUtils.java
5049,strip deterministic conjuncts,VB JJ NNS,presto,ExpressionUtils.java
5050,flip comparison,VB NN,presto,ExpressionUtils.java
5051,expression or null symbols,NN CC NN NNS,presto,ExpressionUtils.java
5052,remove duplicates,VB NNS,presto,ExpressionUtils.java
5053,negate,VB,presto,ExpressionUtils.java
5054,get java types,VB NN NNS,presto,MillisecondsSinceEpochJsonFieldDecoder.java
5055,get field decoder name,VB NN NN NN,presto,MillisecondsSinceEpochJsonFieldDecoder.java
5056,get millis,VB NNS,presto,MillisecondsSinceEpochJsonFieldDecoder.java
5057,get slice,VB NN,presto,MillisecondsSinceEpochJsonFieldDecoder.java
5058,test create table,VB VB NN,presto,TestKafkaDistributed.java
5059,test create table as select,VB VB NN IN NN,presto,TestKafkaDistributed.java
5060,test symbol aliasing,VB NN VBG,presto,TestKafkaDistributed.java
5061,test view,VB NN,presto,TestKafkaDistributed.java
5062,test view metadata,VB NN NN,presto,TestKafkaDistributed.java
5063,test rename table,VB VB NN,presto,TestKafkaDistributed.java
5064,test rename column,VB VB NN,presto,TestKafkaDistributed.java
5065,test add column,VB VB NN,presto,TestKafkaDistributed.java
5066,quick orc tester,JJ NNP NN,presto,OrcTester.java
5067,full orc tester,JJ NNP NN,presto,OrcTester.java
5068,test struct round trip,VB NN JJ NN,presto,OrcTester.java
5069,test map round trip,VB NN JJ NN,presto,OrcTester.java
5070,test list round trip,VB NN JJ NN,presto,OrcTester.java
5071,test round trip type,VB NN JJ NN,presto,OrcTester.java
5072,assert round trip,VB JJ NN,presto,OrcTester.java
5073,assert file contents,VB NN NNS,presto,OrcTester.java
5074,create custom orc record reader,VB NN NN NN NN,presto,OrcTester.java
5075,write orc column,VB NNP NN,presto,OrcTester.java
5076,set dwrf low memory flag,VB FW JJ NN NN,presto,OrcTester.java
5077,create orc record writer,VB NNP NN NN,presto,OrcTester.java
5078,create dwrf record writer,VB FW NN NN,presto,OrcTester.java
5079,create settable struct object inspector,VB JJ NN NN NN,presto,OrcTester.java
5080,create table properties,VB NN NNS,presto,OrcTester.java
5081,insert null every,VB NN DT,presto,OrcTester.java
5082,create hive struct inspector,VB NN NN NN,presto,OrcTester.java
5083,to hive struct,TO NN NN,presto,OrcTester.java
5084,create hive map inspector,VB NN NN NN,presto,OrcTester.java
5085,to hive map,TO NN NN,presto,OrcTester.java
5086,create hive list inspector,VB NN NN NN,presto,OrcTester.java
5087,to hive list,TO NN NN,presto,OrcTester.java
5088,decode object,VB NN,presto,OrcTester.java
5089,array type,NN NN,presto,OrcTester.java
5090,map type,NN NN,presto,OrcTester.java
5091,row type,NN NN,presto,OrcTester.java
5092,get estimated size,VB VBN NN,presto,MultiChannelGroupByHash.java
5093,get types,VB NNS,presto,MultiChannelGroupByHash.java
5094,get group count,VB NN NN,presto,MultiChannelGroupByHash.java
5095,append values to,VB NNS TO,presto,MultiChannelGroupByHash.java
5096,get group ids,VB NN NNS,presto,MultiChannelGroupByHash.java
5097,put if absent,VB IN JJ,presto,MultiChannelGroupByHash.java
5098,add new group,VB JJ NN,presto,MultiChannelGroupByHash.java
5099,start new page,VB JJ NN,presto,MultiChannelGroupByHash.java
5100,rehash,VB,presto,MultiChannelGroupByHash.java
5101,hash position,VB NN,presto,MultiChannelGroupByHash.java
5102,get raw hash,VB JJ NN,presto,MultiChannelGroupByHash.java
5103,position equals current row,NN VBZ JJ NN,presto,MultiChannelGroupByHash.java
5104,get hash position,VB NN NN,presto,MultiChannelGroupByHash.java
5105,calculate max fill,VB JJ VBP,presto,MultiChannelGroupByHash.java
5106,value of,NN IN,presto,SchemaTableName.java
5107,get schema name,VB NN NN,presto,SchemaTableName.java
5108,to schema table prefix,TO NN NN NN,presto,SchemaTableName.java
5109,test get region,VB VB NN,presto,TestPage.java
5110,test get empty region,VB VB JJ NN,presto,TestPage.java
5111,test get region exceptions,VB VB NN NNS,presto,TestPage.java
5112,test get region from no column page,VB VB NN IN DT NN NN,presto,TestPage.java
5113,assert function,VB NN,presto,TestTimestamp.java
5114,test literal,VB NN,presto,TestTimestamp.java
5115,test equal,VB JJ,presto,TestTimestamp.java
5116,test not equal,VB RB JJ,presto,TestTimestamp.java
5117,test less than,VB JJR IN,presto,TestTimestamp.java
5118,test less than or equal,VB JJR IN CC JJ,presto,TestTimestamp.java
5119,test greater than,VB JJR IN,presto,TestTimestamp.java
5120,test greater than or equal,VB JJR IN CC JJ,presto,TestTimestamp.java
5121,test between,VB IN,presto,TestTimestamp.java
5122,test cast to date,VB VB TO NN,presto,TestTimestamp.java
5123,test cast to time,VB VB TO NN,presto,TestTimestamp.java
5124,test cast to time with time zone,VB VB TO NN IN NN NN,presto,TestTimestamp.java
5125,test cast to timestamp with time zone,VB VB TO NN IN NN NN,presto,TestTimestamp.java
5126,test cast to slice,VB VB TO VB,presto,TestTimestamp.java
5127,test cast from slice,VB VB IN NN,presto,TestTimestamp.java
5128,test greatest,VB JJS,presto,TestTimestamp.java
5129,test least,VB JJS,presto,TestTimestamp.java
5130,test like,VB IN,presto,TestConditions.java
5131,test distinct from,VB JJ IN,presto,TestConditions.java
5132,test in,VB IN,presto,TestConditions.java
5133,test in does not short circuit,VB IN VBZ RB VB NN,presto,TestConditions.java
5134,test search case,VB NN NN,presto,TestConditions.java
5135,test simple case,VB JJ NN,presto,TestConditions.java
5136,update configuration,VB NN,presto,HdfsConfigurationUpdater.java
5137,get byte code,VB JJ NN,presto,GetElementByteCodeExpression.java
5138,format one line,VB CD NN,presto,GetElementByteCodeExpression.java
5139,get child nodes,VB NN NNS,presto,GetElementByteCodeExpression.java
5140,get final type,VB JJ NN,presto,GroupedAccumulator.java
5141,get intermediate type,VB JJ NN,presto,GroupedAccumulator.java
5142,add intermediate,VB NN,presto,GroupedAccumulator.java
5143,evaluate intermediate,VB NN,presto,GroupedAccumulator.java
5144,evaluate final,VB JJ,presto,GroupedAccumulator.java
5145,duration to millis,NN TO NNS,presto,QueryCompletionEvent.java
5146,size to bytes,NN TO NNS,presto,QueryCompletionEvent.java
5147,get query id,VB NN NN,presto,QueryCompletionEvent.java
5148,get principal,VB NN,presto,QueryCompletionEvent.java
5149,get server version,VB NN NN,presto,QueryCompletionEvent.java
5150,get environment,VB NN,presto,QueryCompletionEvent.java
5151,get catalog,VB NN,presto,QueryCompletionEvent.java
5152,get remote client address,VB JJ NN NN,presto,QueryCompletionEvent.java
5153,get user agent,VB NN NN,presto,QueryCompletionEvent.java
5154,get query state,VB NN NN,presto,QueryCompletionEvent.java
5155,get field names,VB NN NNS,presto,QueryCompletionEvent.java
5156,get peak memory bytes,VB JJ NN NNS,presto,QueryCompletionEvent.java
5157,get create time,VB VB NN,presto,QueryCompletionEvent.java
5158,get execution start time,VB NN NN NN,presto,QueryCompletionEvent.java
5159,get query wall time ms,VB NN JJ NN NN,presto,QueryCompletionEvent.java
5160,get queued time ms,VB VBN NN NN,presto,QueryCompletionEvent.java
5161,get analysis time ms,VB NN NN NN,presto,QueryCompletionEvent.java
5162,get distributed planning time ms,VB VBN NN NN NN,presto,QueryCompletionEvent.java
5163,get total split wall time ms,VB JJ VB NN NN NN,presto,QueryCompletionEvent.java
5164,get total split cpu time ms,VB JJ VB NNP NN NN,presto,QueryCompletionEvent.java
5165,get bytes per sec,VB NNS IN NN,presto,QueryCompletionEvent.java
5166,get bytes per cpu sec,VB NNS IN NNP NN,presto,QueryCompletionEvent.java
5167,get total bytes,VB JJ NNS,presto,QueryCompletionEvent.java
5168,get rows per sec,VB NNS IN NN,presto,QueryCompletionEvent.java
5169,get rows per cpu sec,VB NNS IN NNP NN,presto,QueryCompletionEvent.java
5170,get total rows,VB JJ NNS,presto,QueryCompletionEvent.java
5171,get splits,VB VBZ,presto,QueryCompletionEvent.java
5172,get error code,VB NN NN,presto,QueryCompletionEvent.java
5173,get error code name,VB NN NN NN,presto,QueryCompletionEvent.java
5174,get failure type,VB NN NN,presto,QueryCompletionEvent.java
5175,get failure message,VB NN NN,presto,QueryCompletionEvent.java
5176,get failure task,VB NN NN,presto,QueryCompletionEvent.java
5177,get failure host,VB NN NN,presto,QueryCompletionEvent.java
5178,get output stage json,VB NN NN NNP,presto,QueryCompletionEvent.java
5179,get failures json,VB NNS NNP,presto,QueryCompletionEvent.java
5180,get inputs json,VB NNS NNP,presto,QueryCompletionEvent.java
5181,get session properties json,VB NN NNS NNP,presto,QueryCompletionEvent.java
5182,get data source name,VB NNS NN NN,presto,SplitSource.java
5183,get next batch,VB JJ NN,presto,SplitSource.java
5184,is finished,VBZ VBN,presto,SplitSource.java
5185,get features,VB NNS,presto,FeatureVector.java
5186,get view name,VB NN NN,presto,ViewNotFoundException.java
5187,get arguments,VB NNS,presto,LambdaExpression.java
5188,get column types,VB NN NNS,presto,InfiniteRecordSet.java
5189,get completed bytes,VB VBN NNS,presto,InfiniteRecordSet.java
5190,get read time nanos,VB JJ NN NNS,presto,InfiniteRecordSet.java
5191,advance next position,NN JJ NN,presto,InfiniteRecordSet.java
5192,get boolean,VB NN,presto,InfiniteRecordSet.java
5193,get long,VB NN,presto,InfiniteRecordSet.java
5194,get double,NN NN,presto,InfiniteRecordSet.java
5195,native value to block,JJ NN TO NN,presto,Utils.java
5196,block to native value,NN TO JJ NN,presto,Utils.java
5197,get lookup source,VB NN NN,presto,SettableLookupSourceSupplier.java
5198,set lookup source,VB NN NN,presto,SettableLookupSourceSupplier.java
5199,retain,VB,presto,SettableLookupSourceSupplier.java
5200,delete rows,VB NNS,presto,UpdatablePageSource.java
5201,rollback,NN,presto,UpdatablePageSource.java
5202,read post script,VB NN NN,presto,OrcMetadataReader.java
5203,read metadata,VB NNS,presto,OrcMetadataReader.java
5204,to stripe statistics,TO NN NNS,presto,OrcMetadataReader.java
5205,read footer,VB NN,presto,OrcMetadataReader.java
5206,to stripe information,TO NN NN,presto,OrcMetadataReader.java
5207,read stripe footer,VB NN NN,presto,OrcMetadataReader.java
5208,to stream,TO NN,presto,OrcMetadataReader.java
5209,to column encoding,TO NN VBG,presto,OrcMetadataReader.java
5210,read row indexes,VB NN NNS,presto,OrcMetadataReader.java
5211,to row group index,TO NN NN NN,presto,OrcMetadataReader.java
5212,to column statistics,TO NN NNS,presto,OrcMetadataReader.java
5213,to boolean statistics,TO NN NNS,presto,OrcMetadataReader.java
