,OUT,SWUM,POSSE,STANFORD
2175,VM V,DT N,FAILURE FAILURE,VM VBN
2176,N,N,N,N
2177,NM N,NM N,NM N,N N
2178,NM N,NM N,N N,N N
2179,NM NM NM N,NM NM NM N,N NM N N,N N N N
2180,NM NM NM N,NM NM NM N,N N N N,V N V N
2181,NM N,NM N,N N,V N
2182,NM NM N,NM NM N,N N N,V N N
2183,NM N,NM N,NM N,N N
2184,NM N,NM N,N N,N N
2185,NM N,NM N,N N,V N
2186,NM NM N,NM NM N,N N N,V N N
2187,NM N,NM N,N N,N N
2188,DT N,NM N,N N,FAILURE FAILURE
2189,NM NM N,NM NM N,NM N N,N N N
2190,NM NM N,NM NM N,NM N N,N N N
2191,DT DT N,NM NM N,N N N,FAILURE FAILURE FAILURE
2192,NM NM NM N,NM NM NM N,NM N N N,NM N N N
2193,NM NM N,NM NM N,NM NM N,N N N
2194,NM NM NM NM NM N,NM NM NM NM NM N,NM N N N N N,NM N N N N N
2195,NM NM NM N,NM NM NM N,NM NM N N,NM N N N
2196,NM NM N,NM NM N,NM N N,NM N N
2197,NM NM NM N,NM NM NM N,NM NM N N,NM N N N
2198,NM N,NM N,N N,N N
2199,NM N,NM N,N N,V N
2200,NM N,NM N,N N,N N
2201,NM N,NM N,N N,N N
2202,NM N,NM N,NM N,N N
2203,NM N,NM N,N N,N N
2204,NM NM N,NM NM N,N N N,N N N
2205,NM NM N,NM NM N,N N N,N N N
2206,NM N,NM N,N N,N N
2207,NM NM N,NM NM N,NM N N,N N N
2208,NM NM N,NM NM N,NM N N,N N N
2209,NM NM NM N,NM NM NM N,NM NM N N,N N N N
2210,N DT P D N,NM DT NM NM N,V N P NM N,VM NM P D N
2211,N D P D N,NM NM NM NM N,V N P NM N,VM D P D N
2212,N D P D N,NM NM NM NM N,V N P NM N,N D P D N
2213,N DT P D N,NM DT NM NM N,V N P NM N,N NM P D N
2214,NM N,NM N,NM N,NM N
2215,NM P NM N,DT NM DT N,FAILURE FAILURE FAILURE FAILURE,NM P NM N
2216,NM NM N,DT NM N,P NM N,NM N N
2217,N,N,N,N
2218,N,N,N,N
2219,NM NPL,NM N,N N,N NPL
2220,NPL,N,N,NPL
2221,DT N,NM N,N N,FAILURE FAILURE
2222,DT N,NM N,N N,FAILURE FAILURE
2223,NM NM N,NM NM N,NM NM N,NM N N
2224,N,N,N,N
2225,NPL,N,N,NPL
2226,NM N,NM N,N N,N N
2227,NM NM N,NM NM N,N N N,N N N
2228,NM N,NM N,N N,N N
2229,NM NPL,NM N,N N,N NPL
2230,NM NM NM N,NM NM NM N,NM N N N,N N N N
2231,NM N,NM N,N N,N N
2232,NM N,NM N,N N,N N
2233,NM NM N,NM NM N,N N N,N N N
2234,NM NM N,NM NM N,N N N,N N N
2235,NM N,NM N,N N,NM N
2236,NM N,NM N,N N,N N
2237,NM N,NM N,N N,N N
2238,NM N,NM N,N N,N N
2239,NM NM NM N,NM NM NM N,N NM N N,N N N N
2240,NM N,NM N,N N,N N
2241,NM NM N,NM NM N,N N N,N N N
2242,DT DT N,NM NM N,FAILURE FAILURE FAILURE,FAILURE FAILURE FAILURE
2243,NM P N,NM NM N,V P N,NPL P N
2244,NM NM N,NM NM N,N N N,N N N
2245,NM N,NM N,N N,N N
2246,NM N,NM N,NM N,NM N
2247,NM NM NM N,NM NM NM N,N N N N,N N N N
2248,NM N,NM N,N N,N N
2249,DT N,NM N,N N,FAILURE FAILURE
2250,NM N,NM N,N N,N N
2251,NM NM N,NM NM N,N N N,N N N
2252,NM NM N,NM NM N,NM N N,N N N
2253,NM NM NPL,NM NM N,NM N N,N N NPL
2254,NM NM N,NM NM N,NM N N,N N N
2255,NM NM N,NM NM N,NM N N,N N N
2256,NM NM N,NM NM N,NM N N,N N N
2257,NM NM N,NM NM N,NM N N,N N N
2258,NM NM N,NM NM N,NM N N,N N N
2259,NM NM NM N,NM NM NM N,NM N N N,N N N N
2260,NM NM NPL,NM NM N,NM N N,N N NPL
2261,NM NM N,NM NM N,NM N N,N N N
2262,NM NM N,NM NM N,NM N N,NM N N
2263,NM NM N,NM NM N,N N N,N N N
2264,DT N,NM N,N N,FAILURE FAILURE
2265,N,N,N,N
2266,NM N,NM N,N N,N N
2267,NM NM N,NM NM N,N NM N,N N N
2268,N,N,N,N
2269,NM NM N,NM NM N,N NM N,N N N
2270,NM N,NM N,NM N,N N
2271,NM N,NM N,N N,N N
2272,NM N,NM N,N N,N N
2273,NM N,NM N,N N,N N
2274,NM N,NM N,N N,N N
2275,N,N,N,N
2276,N,N,N,N
2277,NM N,NM N,N N,N N
2278,NM NM N,NM NM N,NM N N,NM N N
2279,NM NM N,NM NM N,NM N N,NM N N
2280,DT DT N,NM NM N,NM N N,FAILURE FAILURE FAILURE
2281,DT DT N,NM NM N,NM N N,FAILURE FAILURE FAILURE
2282,DT N,NM N,NM N,FAILURE FAILURE
2283,NM VM NM N,NM DT NM N,FAILURE FAILURE FAILURE FAILURE,V VM NM N
2284,NM NM N,NM NM N,N N N,N N VBG
2285,DT DT N,NM NM N,NM N N,FAILURE FAILURE FAILURE
2286,NM N,NM N,N N,N N
2287,NM N,NM N,N N,N N
2288,NM NM N,NM NM N,NM N N,N N N
2289,NM NPL,NM N,N N,N NPL
2290,NM N,NM N,N N,N N
2291,NM N,NM N,N N,N N
2292,DT DT N,NM NM N,NM N N,FAILURE FAILURE FAILURE
2293,NM NM NM N,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,NM NM N N
2294,NM N,NM N,N N,N N
2295,N,N,N,N
2296,NM N,NM N,N N,N N
2297,NM N,NM N,NM N,N N
2298,NM NM N,NM NM N,NM N N,N N N
2299,NM NM NM N,NM NM NM N,NM NM N N,N N N N
2300,NM NM N,NM NM N,NM NM N,N NM N
2301,NM N,NM N,N N,N N
2302,NM NM N,NM NM N,N N N,V N N
2303,NM NM N,NM NM N,N N N,N N N
2304,NM N,NM N,NM N,NM N
2305,NM N,NM N,NM N,NM N
2306,NM N,NM N,N N,N N
2307,NM N,NM N,N N,N N
2308,NM N,NM N,N N,V N
2309,NM NM N,NM NM N,NM NM N,N VBD N
2310,NM NM N,NM NM N,N N N,N N N
2311,NM NM N,NM NM N,N NM N,NM NM N
2312,DT N,NM N,NM N,FAILURE FAILURE
2313,NM NM N,NM NM N,NM N N,N N N
2314,NM NM N,NM NM N,NM N N,N N N
2315,NM N,NM N,N N,N N
2316,N P N,NM NM N,FAILURE FAILURE FAILURE,N P N
2317,NM N,NM N,N N,N N
2318,NM N,NM N,N N,N N
2319,NM N,NM N,N N,N N
2320,NM N,NM N,NM N,V N
2321,NM NM N,NM NM N,N N N,N N N
2322,NM N,NM N,N N,N N
2323,NM N,NM N,N N,N N
2324,NM N,NM N,N N,N N
2325,N,N,N,N
2326,NM N,NM N,NM N,NM N
2327,NM N,NM N,N N,N N
2328,NM N,NM N,N N,N N
2329,NM N,NM N,N N,N N
2330,NM N,NM N,N N,V N
2331,NM N,NM N,N N,V N
2332,NM N,NM N,N N,N N
2333,NM N,NM N,N N,N N
2334,NM NM CJ N,NM NM NM N,NM N N N,NM N CJ N
2335,NM N,NM N,N N,N N
2336,NM N,NM N,N N,N N
2337,NM N,NM N,N N,N N
2338,NM N,NM N,NM N,N N
2339,NM N,NM N,N N,V N
2340,NM N,NM N,N N,V N
2341,NM N,NM N,N N,N N
2342,NM NM N,NM NM N,NM N N,N N N
2343,NM NM N,NM NM N,N NM N,N N N
2344,NM NM NM N,NM NM NM N,N NM N N,N N N N
2345,NM V NM N,NM NM NM N,N NM N N,V VM N N
2346,V NM N,NM NM N,V NM NM,V NM VM
2347,NM NM N,NM NM N,N N NM,N N VM
2348,N NM P NM P,NM NM NM NM N,V N P N P,N N P N P
2349,NM NM NPL,NM NM N,N NM N,N N NPL
2350,NM NM NPL,NM NM N,N NM N,N N NPL
2351,DT N,NM N,N N,FAILURE FAILURE
2352,NM N,NM N,N N,V N
2353,NM N,NM N,N N,V N
2354,NM N,NM N,N N,N N
2355,NM N,NM N,N N,V N
2356,NM N,NM N,N N,V N
2357,NM NM NM N,NM NM NM N,NM N N N,N N N N
2358,DT N,NM N,NM N,FAILURE FAILURE
2359,N VM DT N,NM DT DT N,FAILURE FAILURE FAILURE FAILURE,N VM DT N
2360,NM N,NM N,NM N,NM N
2361,N,N,N,N
2362,N,N,N,N
2363,N NM VM V,NM NM DT N,FAILURE FAILURE FAILURE FAILURE,N N VM V
2364,N NM VM NM,NM NM DT N,FAILURE FAILURE FAILURE FAILURE,N N VM NM
2365,N NM VM V,NM NM DT N,FAILURE FAILURE FAILURE FAILURE,N N VM V
2366,NM NPL V,NM NM N,NM N V,NM NPL VBD
2367,NM N,NM N,NM N,NM N
2368,NM NM N,NM NM N,NM N N,NM NM N
2369,NM NM N,NM NM N,NM N N,NM N N
2370,NM N,NM N,N N,VBN N
2371,N N,NM N,FAILURE FAILURE,N N
2372,NM NM NM N,NM DT NM N,FAILURE FAILURE FAILURE FAILURE,VM NM N N
2373,NM NM NM N,NM DT NM N,FAILURE FAILURE FAILURE FAILURE,VM NM N N
2374,N NM NM N,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,N N N N
2375,NM N,NM N,N V,N N
2376,NM N,NM N,NM N,NM N
2377,NM V,NM N,N V,N VBD
2378,N NM VM V,NM NM DT N,FAILURE FAILURE FAILURE FAILURE,N N VM V
2379,N VM V,NM DT N,FAILURE FAILURE FAILURE,N VM VBD
2380,DT N,NM N,FAILURE FAILURE,FAILURE FAILURE
2381,NM N,NM N,N N,N N
2382,NM N,NM N,N N,N N
2383,NM NM N,NM NM N,NM N N,NM N V
2384,NM NM N,NM NM N,NM N N,NM N V
2385,NM NM N,NM NM N,NM NM N,NM NM N
2386,NM N,NM N,N N,N N
2387,NM N,NM N,N N,N N
2388,NM N,NM N,N N,V N
2389,NM N,NM N,NM N,N N
2390,NM NM N,NM NM N,N N N,N N N
2391,NM NM N,NM NM N,N N N,N N N
2392,NM NM N,NM NM N,N N N,V N N
2393,NM NM N,NM NM N,N N N,N N N
2394,NM NM N,NM NM N,N N N,N N N
2395,NM N,NM N,NM N,NM N
2396,NM NM N,NM NM N,N N N,V N N
2397,NM NM NPL N,NM NM NM N,N NM N N,N N NPL N
2398,NM N,NM N,NM N,NM N
2399,NM V,NM N,N NM,N VBD
2400,NM N,NM N,N N,N N
2401,N,N,N,N
2402,NM N,NM N,N N,N N
2403,N,N,N,N
2404,NM NM NM N,NM NM NM N,N NM N N,N VBD N N
2405,NM NM NM N,NM NM NM N,N NM N N,N VBD N N
2406,NM NM,NM N,N NM,N N
2407,NM NM,NM N,N NM,N N
2408,NM NM NM,NM NM N,NM N NM,N N N
2409,NM NM N,NM NM N,N N N,N N N
2410,NM NM N,NM NM N,N NM N,N N N
2411,N NM VM V,NM NM DT N,FAILURE FAILURE FAILURE FAILURE,N N VM V
2412,NM N,NM N,N N,N N
2413,NM N,NM N,N N,N N
2414,NM D NM NM N,NM NM NM NM N,NM NM NM N N,N D N N N
2415,NM N,NM N,N N,N N
2416,NM N,NM N,N N,N N
2417,NM N,NM N,NM N,NM N
2418,NM NM N,NM NM N,NM N N,NM N N
2419,NM N,NM N,N N,N N
2420,NM NM N,NM NM N,NM N N,N N N
2421,NM NM N,NM NM N,NM N N,N N V
2422,NM NM N,NM NM N,NM N N,N N N
2423,NM N,NM N,N N,V N
2424,NM NM N,NM NM N,N N N,V N N
2425,NM NM N,NM NM N,N N N,N N N
2426,NM N,NM N,N N,V N
2427,NM NM N,NM NM N,NM N N,N V N
2428,NM N,NM N,N N,N N
2429,NM NM N,NM NM N,NM N N,N N N
2430,NM N,NM N,N N,N N
2431,NM NM N,NM NM N,N N N,N N N
2432,NM N,NM N,N N,N N
2433,NM N,NM N,N N,N N
2434,NM N,NM N,NM N,N N
2435,NM N,NM N,N N,N N
2436,NM N,NM N,N N,N N
2437,NM N,NM N,NM N,N N
2438,NM N,NM N,N N,N N
2439,NM NM N,NM NM N,NM N N,NM NM N
2440,VM DT DT N,NM NM NM N,P N N N,FAILURE FAILURE FAILURE FAILURE
2441,NM NM N,NM NM N,NM N N,NM NM N
2442,DT N,NM N,N N,FAILURE FAILURE
2443,N,N,N,V
2444,NM N,NM N,NM N,N N
2445,NM N,NM N,NM N,NM N
2446,N,N,N,N
2447,NM N,NM N,N N,NM N
2448,N,N,V,N
2449,NM NM N,NM NM N,N N N,V N N
2450,NM NM N,NM NM N,N N N,N N N
2451,NM N,NM N,N V,N N
2452,NM N,NM N,N N,V N
2453,NM NM NPL,NM NM N,N NM N,N N NPL
2454,NM NM N,NM NM N,N N N,V N N
2455,NM NM NM N,NM NM NM N,NM N N N,N N N N
2456,NM NM NM N,NM NM NM N,N N N N,N N N N
2457,NM N,NM N,N N,N N
2458,VM DT DT N,NM NM NM N,P N N N,FAILURE FAILURE FAILURE FAILURE
2459,VM DT DT N,NM NM NM N,P N N N,FAILURE FAILURE FAILURE FAILURE
2460,VM DT N,NM NM N,P N N,FAILURE FAILURE FAILURE
2461,DT DT N,NM NM N,NM N N,FAILURE FAILURE FAILURE
2462,NM N,NM N,N N,N N
2463,NM NM N,NM NM N,N N N,N N N
2464,N,N,N,N
2465,NM NM N,NM NM N,N N N,V N N
2466,NM N,NM N,N N,N N
2467,NM N,NM N,N N,N N
2468,NM N,NM N,N N,N N
2469,NM NM N,NM NM N,N N N,N V N
2470,NM N,NM N,N N,N N
2471,NM NM N,NM NM N,N N N,N V N
2472,NM N,NM N,N N,N N
2473,NM N,NM N,NM N,N N
2474,NM N,NM N,NM N,N N
2475,NM N,NM N,N N,N N
2476,NM N,NM N,N N,N N
2477,N,N,N,N
2478,N,N,N,N
2479,NM N,NM N,NM N,NM N
2480,NM N,NM N,N N,V N
2481,NM NM N,NM NM N,N NM N,N N N
2482,NM NM N,NM NM N,NM N N,NM N N
2483,NPL,N,N,NPL
2484,NM N,NM N,N N,V N
2485,NM N,NM N,N N,V N
2486,N,N,V,V
2487,N,N,N,FAILURE
2488,N,N,N,N
2489,N,N,NM,NM
2490,NM N,NM N,N N,N N
2491,NM N,NM N,NM N,N N
2492,NM N,NM N,N N,N N
2493,NM NM N,NM NM N,N N N,N N N
2494,NM N,NM N,N N,N N
2495,NM NM N,NM NM N,N N N,N N N
2496,NM NM N,NM NM N,N NM N,V VBN N
2497,DT DT DT N,NM NM NM N,NM N N N,FAILURE FAILURE FAILURE FAILURE
2498,NM NM N,NM NM N,N NM N,N N N
2499,DT DT N,NM NM N,NM N N,FAILURE FAILURE FAILURE
2500,NM N,NM N,NM N,N N
2501,NM NM N,NM NM N,NM N N,N N N
2502,NM N,NM N,N N,N N
2503,NM N,NM N,N N,N N
2504,NM NM NM N,NM NM NM N,NM N N N,N N VBD N
2505,NM NM NM N,NM NM NM N,N N N N,N N N N
2506,NM NM NM N,NM NM NM N,N N N N,N N N N
2507,NM NPL NM N,NM NM NM N,NM N N N,NM NPL N N
2508,NM NM NM N,NM NM NM N,N NM N N,N N N N
2509,NM NM NM NM N,NM NM NM NM N,NM NM N N N,NM N N N N
2510,NM N,NM N,NM N,N N
2511,NM NM N,NM NM N,N N N,V N N
2512,NM NM N,NM NM N,NM N N,N N N
2513,NM NM N,NM NM N,NM N N,N N N
2514,NM NM N,NM NM N,N N N,N N N
2515,NM NM N,NM NM N,NM N N,NM N N
2516,NM NM N,NM NM N,N N N,N N N
2517,NM NM N,NM NM N,NM N N,N N N
2518,NM NM NM N,NM NM NM N,NM NM N N,N N N N
2519,NM N,NM N,NM N,N N
2520,NM NM N,NM NM N,NM N N,NM N N
2521,NM NM N,NM NM N,NM N N,N N N
2522,NM N,NM N,N N,N N
2523,NM NM N,NM NM N,N N N,N N N
2524,NM NM N,NM NM N,NM N N,N N N
2525,NM N,NM N,NM N,N N
2526,NM NM N,NM NM N,NM N N,N N N
2527,NM N,NM N,N N,N N
2528,NM NM N,NM NM N,NM N N,N N N
2529,NM NM NM N,NM NM NM N,N N N N,N N N N
2530,NM NM N,NM NM N,NM N N,N N N
2531,NM NM N,NM NM N,NM N N,N N N
2532,NM NM N,NM NM N,NM N N,N N N
2533,NM NM N,NM NM N,NM NM N,NM N N
2534,NM NM N,NM NM N,N N N,N N N
2535,NM N,NM N,N N,N N
2536,NM NM NM N,NM NM NM N,N N NM N,N N NM N
2537,NM N,NM N,N N,N N
2538,NM N,NM N,N N,N N
2539,NM NM N,NM NM N,N N N,N N N
2540,NM NM N,NM NM N,N N N,N N N
2541,NM NM N,NM NM N,NM N N,N N N
2542,NM D NM N,NM NM NM N,N NM N N,N D N N
2543,NM P NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE,N NM N N N,N D N N N
2544,NM D NM N,NM NM NM N,N NM N N,N D N N
2545,NM NM NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE,N N N N N,N N N N N
2546,NM NM NM N,NM NM NM N,N N N N,N N N N
2547,NM NM NM N,NM NM NM N,N N N N,N N N N
2548,NM NM N,FAILURE FAILURE FAILURE,N N N,N N N
2549,NM V NM NM N,NM NM NM NM N,N NM N N N,N VM N N N
2550,NM NM NM NM N,NM NM NM NM N,N NM N N N,V NM N N N
2551,NM N,NM N,N N,N N
2552,NM NM N,NM NM N,NM N N,V N N
2553,NM NM NM N,NM NM NM N,NM N N N,N N N N
2554,NM NM N,NM NM N,N N N,N N N
2555,NM NM N,NM NM N,N N N,N N N
2556,NM N,NM N,N N,N N
2557,NM NM N,NM NM N,N N N,N N N
2558,NM NM N,NM NM N,NM N N,V N N
2559,NM NM N,NM NM N,N N N,N N N
2560,NM NM NM N,NM NM NM N,N N N N,N N N N
2561,NM N,NM N,N N,N N
2562,NM NM N,NM NM N,NM N N,NM N N
2563,NM NM NM N,NM NM NM N,NM NM N N,NM NM N N
2564,NM N,NM N,N N,N N
2565,NM NM N,NM NM N,N NM N,N N N
2566,NM NM N,NM NM N,N NM N,N N N
2567,NM V NM N,NM NM NM N,N N N N,N VBZ N N
2568,NM N,NM N,NM N,N N
2569,NM N,NM N,NM N,N N
2570,NM NM NM NM N,NM DT NM NM N,N P N NM N,V N N N N
2571,NM NM N,NM NM N,NM N N,NM N N
2572,NM NM NM NM NM N,NM DT NM NM NM N,N P N NM N N,V N N N N N
2573,NM NM N,NM NM N,N N N,V N N
2574,NM N,NM N,N N,N N
2575,NM N,NM N,N N,N N
2576,NM NM N,NM NM N,N N N,N N N
2577,NM NM N,NM NM N,N N N,N N N
2578,NM NM NM N,NM NM NM N,N N NM N,N N N N
2579,NM NM NM N,NM NM NM N,N N N N,N N N N
2580,NM NM NM N,NM NM NM N,N N NM N,N N NM N
2581,NM NM N,NM NM N,N N N,N N N
2582,NM NM NM N,NM NM NM N,N N NM N,N N N N
2583,NM N,NM N,N N,N N
2584,NM N,NM N,N N,N N
2585,N,N,N,N
2586,NM N,NM N,N N,N N
2587,N,N,N,N
2588,NM N,NM N,N N,N N
2589,NM N,NM N,N N,N N
2590,NM N,NM N,NM N,NM N
2591,N,N,N,N
2592,NM N,NM N,NM N,NM N
2593,VM NM P NM N,DT NM NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE,VM VBG P N N
2594,NM N,NM N,N N,N N
2595,NM NM N,NM NM N,N N N,N N N
