,SEQUENCE,POS,NLTK,CORENLP,OPENNLP,SPACY,FLAIR,STANZA
2168,one to one field,CD IN CD NN,CD TO CD NN,CD IN CD NN,CD TO CD NN,CD IN CD NN,CD IN CD NN,CD IN CD NN
2169,many to many field,JJ IN JJ NN,JJ TO JJ NN,JJ IN JJ NN,JJ TO JJ NN,JJ IN JJ NN,JJ IN JJ NN,JJ IN JJ NN
2170,generated field,VBN NN,VBN NN,VBN NN,VBD NN,VBN NN,VBN NN,VBN NN
2171,foreign object rel,JJ NN NNP,JJ JJ NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
2172,many to one rel,JJ IN CD NNP,JJ TO CD NN,JJ IN CD NN,JJ TO CD NN,JJ IN CD NN,JJ IN CD NN,JJ IN CD NN
2173,one to one rel,CD IN CD NNP,CD TO CD NN,CD IN CD NN,CD TO CD NN,CD IN CD NN,CD IN CD NN,CD IN CD NN
2174,many to many rel,JJ IN JJ NNP,JJ TO JJ NN,JJ IN JJ NN,JJ TO JJ NN,JJ IN JJ NN,JJ IN JJ UH,JJ IN JJ NN
2175,not provided,RB VBN,RB VBN,RB VBN,RB VBN,RB VBN,RB VBN,RB VBN
2176,field,NN,NN,NN,NN,NN,NN,NN
2177,boolean field,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,NN NN
2178,char field,NN NN,NN NN,NN NN,NN NN,NNP NN,NNP NN,NN NN
2179,comma separated integer field,NN VBN NN NN,NN VBD JJ NN,NN VBD NN NN,NN JJ NN NN,NNP VBD NNP NN,NNP VBD NN NN,NN VBN NN NN
2180,date time check mixin,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN VB NN,NN NN NN NN,NN NN NN NN
2181,date field,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2182,date time field,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2183,decimal field,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
2184,duration field,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2185,email field,NN NN,JJ NN,NN NN,NN NN,NN NN,NN NN,NN NN
2186,file path field,NN NN NN,JJ NN NN,NN NN NN,VB NN NN,NN NN NN,NN NN NN,NN NN NN
2187,float field,NN NN,NN NN,VB NN,NN NN,NN NN,NN NN,VB NN
2188,integer field,NN NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
2189,big integer field,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ JJ NN,JJ NN NN,JJ NN NN
2190,small integer field,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ JJ NN,JJ NN NN,JJ NN NN
2191,ip address field,NNP NN NN,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2192,generic ip address field,JJ NNP NN NN,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN,NNP NNP NN NN,JJ NN NN NN,JJ NN NN NN
2193,null boolean field,JJ NN NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ NN NN
2194,positive integer rel db type mixin,JJ NN NNP NNP NN NN,JJ NN NN NN NN NN,JJ NN NN NN NN NN,JJ NN NN NN NN NN,JJ NNP NNP NNP NN NN,JJ NN JJ NN NN NN,JJ NN NN NN NN NN
2195,positive big integer field,JJ JJ NN NN,JJ JJ NN NN,JJ JJ NN NN,JJ JJ NN NN,JJ JJ JJ NN,JJ JJ NN NN,JJ JJ NN NN
2196,positive integer field,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
2197,positive small integer field,JJ JJ NN NN,JJ JJ NN NN,JJ JJ NN NN,JJ JJ NN NN,JJ JJ NN NN,JJ JJ NN NN,JJ JJ NN NN
2198,slug field,NN NN,NN NN,JJ NN,NN NN,VB NN,NN NN,NN NN
2199,text field,NN NN,JJ NN,NN NN,NN NN,NN NN,NN NN,NN NN
2200,time field,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2201,url field,NNP NN,JJ NN,NN NN,JJ NN,NNP NN,UH NN,NN NN
2202,binary field,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
2203,uuid field,NNP NN,JJ NN,JJ NN,JJ NN,JJ NN,UH NN,NN NN
2204,auto field mixin,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2205,auto field meta,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN JJ,NN NN NN,NN NN NN
2206,auto field,JJ NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2207,big auto field,JJ JJ NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
2208,small auto field,JJ JJ NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
2209,foreign key deferred attribute,JJ NN JJ NN,JJ NN VBD NN,JJ JJ VBN NN,JJ JJ JJ NN,JJ JJ VBN NN,JJ JJ VBN NN,JJ NN VBD NN
2210,forward many to one descriptor,JJ JJ TO CD NN,RB JJ TO CD NN,RB JJ IN CD NN,RB JJ TO CD NN,RB JJ TO CD NN,RB JJ IN CD NN,RB JJ IN CD NN
2211,forward one to one descriptor,JJ CD TO CD NN,RB CD TO CD NN,RB CD IN CD NN,RB CD TO CD NN,RB CD IN CD NN,RB CD IN CD NN,JJ CD IN CD NN
2212,reverse one to one descriptor,JJ CD TO CD NN,VB CD TO CD NN,RB CD IN CD NN,VB CD TO CD NN,VB CD IN CD NN,VB CD IN CD NN,VB CD IN CD NN
2213,reverse many to one descriptor,JJ JJ IN CD NN,VB JJ TO CD NN,RB JJ IN CD NN,VB JJ TO CD NN,VB JJ IN CD NN,VB JJ IN CD NN,VB JJ IN CD NN
2214,related manager,JJ NN,JJ NN,JJ NN,VBN NN,VBN NN,JJ NN,JJ NN
2215,many to many descriptor,JJ IN JJ NN,JJ TO JJ NN,JJ IN JJ NN,JJ TO JJ NN,JJ IN JJ NN,JJ IN JJ NN,JJ IN JJ NN
2216,many related manager,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN
2217,reference,NN,NN,NN,NN,NN,NN,NN
2218,table,NN,NN,NN,NN,NN,NN,NN
2219,table columns,NN NNS,JJ NN,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
2220,columns,NNS,NN,NNS,NNS,NNS,NNS,NNS
2221,index name,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2222,index columns,NN NNS,NN NN,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
2223,foreign key name,JJ NN NN,JJ NN NN,JJ JJ NN,JJ NN NN,JJ JJ NN,JJ JJ NN,JJ JJ NN
2224,statement,NN,NN,NN,NN,NN,NN,NN
2225,expressions,NNS,NNS,NNS,NNS,NNS,NNS,NNS
2226,cursor wrapper,NN NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
2227,cursor debug wrapper,NN VB NN,NN NN NN,NN NN NN,NN NN NN,NNP FW NN,NN NN NN,NN NN NN
2228,database creation,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2229,database features,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
2230,flexible field lookup dict,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN,JJ NNP NNP NNP,JJ NN NN NN,JJ NN NN NN
2231,database introspection,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2232,list aggregate,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,VB NN
2233,std dev pop,NN NN NN,NN NNS VBP,NN NN NN,NN NN NN,NNP NNP NN,NN NN NN,NN NN NN
2234,std dev samp,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NN,NN NN NN,NN NN NN
2235,var pop,NN NN,NNS VBP,NN NN,JJ NN,NNP VB,NN NN,NN NN
2236,var samp,NN NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
2237,database operations,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
2238,database wrapper,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2239,sq lite cursor wrapper,NNP JJ NN NN,NN NN NN NN,JJ NN NN NN,RB JJ NN NN,NNP NNP NNP NN,NN NN NN NN,NN NN NN NN
2240,database client,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2241,database schema editor,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NN,NN NN NN,NN NN NN
2242,interval to seconds,NN TO NNPS,NN TO NNS,NN IN NNS,NN TO NNS,NN IN NNS,NN IN NNS,NN IN NNS
2243,seconds to interval,NNS TO NN,NNS TO VB,NNS IN NN,NNS TO NN,NNS TO NN,NNS TO VB,NNS TO VB
2244,uninitialized operators descriptor,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN
2245,oracle param,NNP NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
2246,variable wrapper,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
2247,format style placeholder cursor,NN NN NN NN,JJ NN NN NN,NN NN NN NN,JJ NN NN NN,NN NN NN NNP,NN NN NN NN,NN NN NN NN
2248,database validation,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2249,insert var,VB NN,NN NN,NN NN,NN NN,NNP NNP,VB NN,NN NN
2250,oracle datetime,NNP NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
2251,bulk insert mapper,JJ NN NN,NN NN NN,JJ NN NN,NN NN NN,NNP NNP NNP,NN NN NN,NN NN NN
2252,base database creation,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2253,base database features,JJ NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN VBZ,NN NN NNS,NN NN NNS
2254,base database introspection,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2255,base database operations,JJ NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS
2256,base database wrapper,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NN NN,NN NN NN,NN NN NN
2257,base database validation,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2258,base database client,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2259,base database schema editor,JJ NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NNP NNP NNP NN,NN NN NN NN,NN NN NN NN
2260,dummy database features,JJ NN NNS,JJ NN NNS,JJ NN NNS,JJ NN NNS,JJ NN NNS,JJ NN VBZ,NN NN NNS
2261,base tz loader,JJ NNP NN,NN NN NN,NN NN NN,NN JJ NN,NNP IN NN,NN NN NN,NN NN NN
2262,specific tz loader,JJ NN NN,JJ NN NN,JJ NN NN,JJ JJ NN,JJ XX NN,JJ NN NN,JJ NN NN
2263,django range dumper,NNP NN NN,NN NN NN,JJ NN NN,NN NN NN,NNP VBP NN,NNP NN NN,NN NN NN
2264,isolation level,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2265,jsonb,NNP,NN,NN,NN,JJ,NNP,NNP
2266,cursor mixin,NN NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
2267,server binding cursor,NN NN NN,RB NN NN,NN VBG NN,NN NN NN,NN VBG NN,NN NN NN,NN NN NN
2268,cursor,NN,NN,NN,NN,NNP,NN,NN
2269,server side cursor,NN NN NN,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2270,dummy node,JJ NN,NN NN,JJ NN,JJ NN,NNP NNP,JJ NN,NN NN
2271,migration graph,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2272,operation writer,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2273,migration writer,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2274,migration recorder,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2275,migration,NN,NN,NN,NN,NN,NN,NN
2276,meta,NNP,NN,NN,NN,JJ,NNS,NN
2277,ambiguity error,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2278,bad migration error,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
2279,circular dependency error,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
2280,inconsistent migration history,JJ NN NN,JJ NN NN,JJ NN NN,NN NN NN,JJ NN NN,JJ NN NN,JJ NN NN
2281,invalid bases error,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN
2282,irreversible error,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
2283,node not found error,NN RB VBN NN,RB RB VBN NN,NN RB VBN NN,NN RB VBD NN,NNP RB VBD NN,NN RB VBN NN,NN RB VBN NN
2284,migration schema missing,NN NN VBG,NN NN VBG,NN NN VBG,NN NN VBG,NN NNP VBG,NN NN VBG,NN NN JJ
2285,invalid migration plan,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
2286,migration executor,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2287,project state,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2288,app config stub,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NN,NN NN NN,NN NN NN
2289,state apps,NN NNS,NN NN,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
2290,migration loader,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2291,migration questioner,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2292,interactive migration questioner,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
2293,non interactive migration questioner,RB JJ NN NN,RB JJ NN NN,FW JJ NN NN,JJ JJ NN NN,AFX JJ NN NN,AFX JJ NN NN,AFX JJ NN NN
2294,operation dependency,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2295,type,NN,NN,NN,NN,NN,NN,NN
2296,migration autodetector,VB NNP,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2297,base serializer,JJ NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
2298,base sequence serializer,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2299,base unordered sequence serializer,JJ JJ NN NN,NN VBD NN NN,NN JJ NN NN,NN JJ NN NN,NNP JJ NN NN,NN JJ NN NN,NN JJ NN NN
2300,base simple serializer,JJ JJ NN,NN JJ NN,NN JJ NN,NN NN NN,NNP JJ NN,NN JJ NN,NN JJ NN
2301,choices serializer,NNS NN,NNS NN,NNS NN,NNS NN,VBZ NN,NNS NN,NNS NN
2302,date time serializer,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2303,datetime datetime serializer,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NN,NN NN NN,NN NN NN
2304,decimal serializer,JJ NN,JJ NN,JJ NN,NN NN,JJ NN,JJ NN,JJ NN
2305,deconstructable serializer,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
2306,dictionary serializer,NN NN,JJ NN,NN RB,NN NN,NNP NNP,JJ NN,NN NN
2307,enum serializer,NN NN,NN NN,JJ NN,NN NN,NNP NNP,NN NN,NN NN
2308,float serializer,NN NN,NN NN,VB NN,NN NN,VB NN,NN NN,VB NN
2309,frozen set serializer,JJ NN NN,JJ NN NN,VBN NN NN,VBN NN NN,JJ NN NN,VBN NN NN,VBN NN NN
2310,function type serializer,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2311,functools partial serializer,NNS JJ NN,NNS JJ NN,NNS JJ NN,NNS JJ NN,VBZ JJ NN,VBZ JJ NN,NNS JJ NN
2312,iterable serializer,JJ NN,JJ NN,JJ NN,PRP NN,JJ NN,JJ NN,JJ NN
2313,model field serializer,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NNP NN,NN NN NN,NN NN NN
2314,model manager serializer,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NNP,NN NN NN,NN NN NN
2315,operation serializer,NN NN,NN NN,NN NN,NN NN,NN NNP,NN NN,NN NN
2316,path like serializer,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN UH NN,NN IN NN
2317,path serializer,NN NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
2318,regex serializer,NNP NN,NN NN,NN NN,NN NN,VB NN,NN NN,NN NN
2319,sequence serializer,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2320,set serializer,NN NN,VBN NN,VBN NN,VBN NN,VBD NN,VBN NN,VB NN
2321,settings reference serializer,NNS NN NN,NNS NN NN,NNS VBP NN,NNS NN NN,NNS VBP NN,NNS VBP NN,NNS NN NN
2322,tuple serializer,NN NN,JJ NN,JJ NN,NN NN,NNP NN,JJ NN,NN NN
2323,type serializer,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2324,uuid serializer,NNP NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,NN NN
2325,serializer,NN,NN,NN,NN,NN,NN,NN
2326,swappable tuple,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
2327,regex object,NNP NN,NN NN,JJ NN,NN NN,NN NN,NN NN,NN NN
2328,migration optimizer,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2329,field operation,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2330,add field,VB NN,JJ NN,VB NN,VB NN,VB NN,VB NN,VB NN
2331,remove field,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
2332,alter field,VB NN,NN NN,VB NN,VB NN,NNP NN,JJ NN,VB NN
2333,rename field,VB NN,NN NN,VB NN,NN NN,JJ NN,NN NN,VB NN
2334,separate database and state,VB NN CC NN,JJ NN CC NN,JJ NN CC NN,JJ NN CC NN,JJ NN CC NN,JJ NN CC NN,JJ NN CC NN
2335,run sql,VB NNP,VB NN,VB RB,NN RB,VB NN,VB NN,VB NN
2336,run python,VB NNP,VB NN,VB NN,NN NN,VB RB,VB NN,VB NN
2337,operation category,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2338,model operation,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2339,create model,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
2340,delete model,VB NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,VB NN
2341,rename model,VB NN,NN NN,VB NN,NN NN,NNP NN,NN NN,VB NN
2342,model option operation,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2343,alter model table,VB NN NN,NN NN NN,VB NN NN,VB NN NN,NNP NNP NN,NN NN NN,VB NN NN
2344,alter model table comment,VB NN NN NN,NN NN JJ NN,VB NN NN NN,VB NN NN NN,NNP NN NN NN,JJ NN NN NN,VB NN NN NN
2345,alter together option operation,VB RB NN NN,NN RB NN NN,VB RB NN NN,VBP RB NN NN,VB RB NN NN,VB RB NN NN,VB RB NN NN
2346,alter unique together,VB NN RB,NN NN RB,VB JJ RB,VBP JJ RB,VB JJ RB,VB JJ RB,VB JJ RB
2347,alter index together,VB NN RB,NN NN RB,VB NN RB,VBP NN RB,NNP NNP RB,VB NN RB,VB NN RB
2348,alter order with respect to,VB NN IN NN TO,NN NN IN NN TO,VB NN IN NN IN,VB NN IN NN TO,VB NN IN NN IN,VB NN IN NN IN,VB NN IN NN IN
2349,alter model options,VB NN NNS,NN NN NNS,VB NN NNS,VB NN NNS,NNP NN NNS,JJ NN NNS,VB NN NNS
2350,alter model managers,VB NN NNS,NN NN NNS,VB NN NNS,VBP NN NNS,NNP NN NNS,NN NN NNS,VB NN NNS
2351,index operation,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2352,add index,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
2353,remove index,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
2354,rename index,VB NN,NN NN,VB NN,NN NN,NNP NN,NN NN,VB NN
2355,add constraint,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
2356,remove constraint,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
2357,unordered object list warning,JJ NN NN NN,JJ JJ NN NN,JJ NN NN NN,JJ NN NN VBG,JJ NN NN VBG,JJ NN NN NN,JJ NN NN NN
2358,invalid page,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
2359,page not an integer,NN RB DT NN,NN RB DT NN,NN RB DT NN,NN RB DT NN,VBP RB DT NN,NN RB DT NN,NN RB DT NN
2360,empty page,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
2361,paginator,NN,NN,NN,NN,NN,NN,NN
2362,page,NN,NN,NN,NN,NN,NN,NN
2363,field does not exist,NN VBZ RB VBP,NN VBZ RB VB,NN VBZ RB VB,NN VBZ RB VB,NN VBZ RB VB,NN VBZ RB VB,NN VBZ RB VB
2364,app registry not ready,NN NN RB JJ,NNS NN RB JJ,NN NN RB JJ,NN NN RB JJ,NNP NN RB JJ,NN NN RB JJ,NN NN RB JJ
2365,object does not exist,NN VBZ RB VBP,NN VBZ RB VB,NN VBZ RB VB,NN VBZ RB VB,NN VBZ RB VB,NN VBZ RB VB,NN VBZ RB VB
2366,multiple objects returned,JJ NNS VBN,JJ NNS VBD,JJ NNS VBN,JJ NNS VBN,JJ NNS VBD,JJ NNS VBN,JJ NNS VBD
2367,suspicious operation,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
2368,suspicious multipart form,JJ JJ NN,JJ NN NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ NN NN,JJ NN NN
2369,suspicious file operation,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
2370,disallowed host,VBN NN,VBN NN,VBN NN,VBN NN,VBN NN,JJ NN,VBD NN
2371,disallowed redirect,VBN NN,VBN NN,VBN VB,VBN NN,VBN NN,JJ NN,VBD NN
2372,too many fields sent,RB JJ NNS VBN,RB JJ NNS VBD,RB JJ NNS VBN,RB JJ NNS VBN,RB JJ NNS VBD,RB JJ NNS VBD,RB JJ NNS VBD
2373,too many files sent,RB JJ NNS VBN,RB JJ NNS VBD,RB JJ NNS VBN,RB JJ NNS VBN,RB JJ NNS VBD,RB JJ NNS VBD,RB JJ NNS VBN
2374,request data too big,VB NN RB JJ,NN NNS RB JJ,NN NNS RB JJ,NN NNS RB JJ,VB NNS RB JJ,VB NNS RB JJ,NN NNS RB JJ
2375,request aborted,NN VBN,NN VBD,NN VBN,NN VBN,NN VBD,NN VBN,NN VBN
2376,bad request,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
2377,permission denied,NN VBN,NN VBD,NN VBD,NN VBN,NN VBD,NN VBD,NN VBN
2378,view does not exist,NN VBZ RB VBP,NN VBZ RB VB,NN VBZ RB VB,NN VBZ RB VB,NN VBZ RB VB,NN VBZ RB VB,NN VBZ RB VB
2379,middleware not used,NN RB VBN,NN RB VBD,NN RB VBN,NN RB VBN,NN RB VBN,NN RB VBN,NN RB VBN
2380,improperly configured,RB VBN,RB VBN,RB VBN,RB VBN,RB VBD,RB VBN,RB VBN
2381,field error,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2382,validation error,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2383,empty result set,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN VBN,JJ NN VBN,JJ NN VBN,JJ NN NN
2384,full result set,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN VBN,JJ NN VBN,JJ NN VBN,JJ NN NN
2385,synchronous only operation,JJ RB NN,JJ RB NN,JJ JJ NN,JJ RB NN,JJ JJ NN,JJ JJ NN,JJ JJ NN
2386,regex validator,NNP NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2387,url validator,NNP NN,JJ NN,NN NN,JJ NN,NN NN,UH NN,NN NN
2388,email validator,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2389,base validator,JJ NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2390,max value validator,JJ NN NN,NN NN NN,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2391,min value validator,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,JJ NN NN,JJ NN NN
2392,step value validator,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2393,min length validator,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,JJ NN NN,JJ NN NN
2394,max length validator,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NN NN,JJ NN NN,NN NN NN
2395,decimal validator,JJ NN,JJ NN,JJ NN,NN NN,JJ NN,JJ NN,JJ NN
2396,file extension validator,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2397,prohibit null characters validator,VB JJ NNS NN,NN JJ NNS NN,VB JJ NNS NN,VB JJ NNS NN,VB JJ NNS NN,VB JJ NNS NN,VB JJ NNS NN
2398,bad signature,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
2399,signature expired,NN JJ,NN VBD,NN VBD,NN VBN,NN VBD,NN VBD,NN JJ
2400,json serializer,NNP NN,NN NN,NN NN,NN NN,NNP NNP,NNP NNP,NN NN
2401,signer,NN,NN,NN,NN,NN,NN,NN
2402,timestamp signer,NN NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
2403,deserializer,NN,NN,NN,NN,NN,NN,NN
2404,def used expat parser,VB JJ NN NN,NN VBN RB NN,RB VBN JJ NN,NN VBD NN NN,NN VBN NNP NN,NN VBD NN NN,JJ VBN NN NN
2405,def used xml exception,VB JJ NNP NN,NN VBN CD NN,RB VBN NN NN,NN VBD JJ NN,NNP VBD NN NN,NN VBD NN NN,JJ VBN NN NN
2406,dtd forbidden,NNP VBN,NN NN,RB VBN,NN VBN,RB VBN,VBD VBN,NN VBN
2407,entities forbidden,NNS VBN,NNS VBP,NNS VBN,NNS VBN,NNS VBD,NNS VBN,NNS VBN
2408,external reference forbidden,JJ NN VBN,JJ NN NN,JJ NN VBN,JJ NN VBN,JJ NN VBD,JJ NN VBN,JJ NN VBN
2409,django json encoder,NNP NNP NN,NN NN NN,NNP NNP NN,NN NN NN,NNP NNP NN,NNP NNP NN,NN NN NN
2410,django safe dumper,NNP JJ NN,NN JJ NN,NN JJ NN,NN JJ NN,NNP JJ NN,NNP JJ NN,NNP JJ NN
2411,serializer does not exist,NN VBZ RB VBP,NN VBZ RB VB,NN VBZ RB VB,NN VBZ RB VB,NN VBZ RB VB,NN VBZ RB VB,NN VBZ RB VB
