,SEQUENCE,POS,NLTK,CORENLP,OPENNLP,SPACY,FLAIR,STANZA
3768,d type policy test,FW NN NN NN,JJ NN NN NN,NN NN NN NN,JJ NN NN NN,DT NN NN NN,XX NN NN NN,NN NN NN NN
3769,float d type policy test,NN FW NN NN NN,NN NN NN NN NN,NN NN NN NN NN,VB JJ NN NN NN,VB DT NN NN NN,NN NN NN NN NN,VB NN NN NN NN
3770,quantized d type policy test,JJ FW NN NN NN,VBN JJ NN NN NN,VBN NN NN NN NN,VBN JJ NN NN NN,VBD DT NN NN NN,VBN NN NN NN NN,VBN NN NN NN NN
3771,d type policy global functions test,FW NN NN JJ NNS NN,JJ NN NN JJ NNS NN,NN NN NN JJ NNS NN,JJ NN NN JJ NNS NN,LS NN NN JJ NNS NN,XX NN NN JJ NNS NN,NN NN NN JJ NNS NN
3772,float d type policy edge cases test,NN FW NN NN NN NNS NN,NN NN NN NN NN NNS VBP,NN NN NN NN NN NNS NN,VB JJ NN NN NN NNS NN,VB DT NN NN NN NNS VBP,NN NN NN NN NN NNS VBP,VB NN NN NN NN NNS NN
3773,quantized d type policy edge cases test,JJ FW NN NN NN NNS NN,VBN JJ NN NN NN NNS VBP,VBN NN NN NN NN NNS NN,VBN JJ NN NN NN NNS NN,VBD DT NN NN NN NNS VBP,VBN NN NN NN NN NNS NN,VBN NN NN NN NN NNS NN
3774,d type policy global functions edge cases test,FW NN NN JJ NNS NN NNS NN,JJ NN NN JJ NNS VBP NNS VBP,NN NN NN JJ NNS NN NNS NN,JJ NN NN JJ NNS NN NNS NN,LS NN NN JJ NNS NN NNS VBP,LS NN NN JJ NNS NN NNS NN,NN NN NN JJ NNS NN NNS NN
3775,d type policy,FW NN NN,JJ NN NN,NN NN NN,JJ NN NN,DT NN NN,XX NN NN,NN NN NN
3776,float d type policy,NN FW NN NN,NN NN NN NN,NN NN NN NN,VB JJ NN NN,VB DT NN NN,NN NN NN NN,VB NN NN NN
3777,quantized d type policy,JJ FW NN NN,VBN JJ NN NN,VBN NN NN NN,VBN JJ NN NN,VBD DT NN NN,VBN NN NN NN,VBN NN NN NN
3778,test case,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3779,get test data test,VB NN NNS NN,VB NN NNS NN,VB NN NNS NN,VB NN NNS NN,VB NN NNS NN,VB NN NNS NN,VB NN NNS NN
3780,class distribution tests,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS
3781,named product test,JJ NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN
3782,mean metric wrapper,JJ NN NN,JJ JJ NN,VB JJ NN,JJ JJ NN,VB JJ NN,JJ NN NN,VB NN NN
3783,io u base,NNP FW NN,NN JJ NN,IN PRP NN,NN NN NN,NNP NN NN,UH PRP NN,UH NN NN
3784,io u,NNP FW,NN NN,IN PRP,NN NN UNK,VBZ NN,UH NN,UH FW
3785,binary io u,NN NNP FW,JJ NN NN,JJ NN NN,JJ NN NN,NNP NNS NN,NN IN NN,JJ NN NN
3786,mean io u,NN NNP FW,JJ NN NN,VB IN PRP,JJ NN NN,VB VBZ NN,VB IN NN,VB UH NFP
3787,one hot io u,CD JJ NNP FW,CD JJ NN NN,CD JJ NNP NN,CD JJ NN NN,CD JJ NNS NN,CD JJ IN DT,CD JJ NN NN
3788,one hot mean io u,CD JJ NN NNP FW,CD JJ NN NN NN,CD JJ JJ NN NN,CD JJ NN NN NN,CD JJ NN NNS NN,CD JJ VB IN DT,CD JJ NN UH SYM
3789,confusion matrix,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3790,auc curve,NNP NN,NN NN,NN NN,JJ NN,NN NN,DT NN,JJ NN
3791,auc summation method,NNP NN NN,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,JJ NN NN
3792,example metric,NN NN,NN JJ,NN JJ,NN JJ,VB JJ,NN NN,NN NN
3793,metric test,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,NN NN,NN NN
3794,f beta score,FW NN NN,JJ NN NN,LS NN NN,NN NN NN,LS JJ NN,LS JJ NN,IN NNP NN
3795,f 1 score,FW CD NN,RB CD NN,NN CD NN,NN CD NN,NNP CD NN,SYM CD NN,IN CD NN
3796,false positives test,JJ NNS NN,JJ NNS VBP,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN
3797,false negatives test,JJ NNS NN,JJ NNS VBP,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN
3798,true negatives test,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN
3799,true positive test,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN
3800,precision test,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3801,recall test,NN NN,JJ NN,NN NN,NN NN,NNP NNP,NN NN,VB NN
3802,sensitivity at specificity test,NN IN NN NN,NN IN NN NN,NN IN NN NN,NN IN NN NN,NN IN NN NN,NN IN NN NN,NN IN NN NN
3803,specificity at sensitivity test,NN IN NN NN,NN IN NN NN,NN IN NN NN,NN IN NN NN,NN IN NN NN,NN IN NN NN,NN IN NN NN
3804,precision at recall test,NN IN NN NN,NN IN JJ NN,NN IN NN NN,NN IN NN NN,NN IN NNP NN,NN IN NN NN,NN IN NN NN
3805,recall at precision test,VB IN NN NN,NN IN NN NN,NN IN NN NN,NN IN NN NN,VB IN NN NN,VB IN NN NN,VB IN NN NN
3806,auc test,NNP NN,JJ NN,NN NN,NN NN,NN NN,NN NN,NN NN
3807,multi auc test,JJ NNP NN,NN VBZ NN,JJ NN NN,JJ NN NN,NNP NN NN,JJ NN NN,JJ NN NN
3808,metric,NN,JJ,JJ,JJ,JJ,NN,NN
3809,root mean squared error test,JJ JJ VBN NN NN,NN NN VBD RB NN,NN NN VBD NN NN,NN VBP JJ NN NN,NNP NNP VBD NN NN,NN JJ JJ NN NN,NN VB VBN NN NN
3810,log cosh error test,NN NN NN NN,NN NN NN NN,NN NN NN NN,VBP JJ NN NN,NNP NNP NN NN,NN NN NN NN,VB NN NN NN
3811,r 2 score test,FW CD NN NN,NN CD NN NN,NN CD NN NN,NN CD NN NN,NN CD NN NN,NN CD NN NN,NN CD NN NN
3812,accuracy test,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3813,binary accuracy test,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
3814,categorical accuracy test,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
3815,sparse categorical accuracy test,JJ JJ NN NN,JJ JJ NN NN,JJ JJ NN NN,JJ JJ NN NN,JJ JJ NN NN,JJ JJ NN NN,JJ JJ NN NN
3816,top k categorical accuracy test,JJ CD JJ NN NN,JJ NN JJ NN NN,JJ CD JJ NN NN,JJ NN JJ NN NN,NNP NNP JJ NN NN,JJ NN JJ NN NN,JJ CD JJ NN NN
3817,sparse top k categorical accuracy test,JJ JJ CD JJ NN NN,NN JJ NN JJ NN NN,JJ JJ NN JJ NN NN,JJ JJ NN JJ NN NN,NNP NNP NNP JJ NN NN,JJ JJ NN JJ NN NN,JJ JJ CD JJ NN NN
3818,f beta score test,FW NN NN NN,JJ NN NN NN,LS NN NN NN,NN JJ NN NN,NNP JJ NN NN,LS JJ NN NN,IN NNP NN NN
3819,f 1 score test,FW CD NN NN,RB CD NN NN,NN CD NN NN,NN CD NN NN,NNP CD NN NN,SYM CD NN NN,IN CD NN NN
3820,io u test,NNP FW NNP,NN JJ NN,IN PRP NN,NN NN NN,UH NN NN,IN PRP NN,UH PRP NN
3821,binary io u test,NN NN FW NN,JJ NN JJ NN,JJ NN NN NN,JJ NN NN NN,NNP NNP NNP NN,NN IN NN NN,JJ NN NN NN
3822,mean io u test,NN NNP FW NN,JJ NN JJ NN,VB IN PRP NN,JJ NN NN NN,VB NNP NN NN,VB IN PRP NN,VB UH PRP$ NN
3823,one hot io u test,CD JJ NNP FW NN,CD JJ NN JJ NN,CD JJ NNP NN NN,CD JJ NN NN NN,CD JJ NNP NN NN,CD JJ IN PRP NN,CD JJ NN PRP$ NN
3824,one hot mean io u test,CD JJ NN NNP FW NN,CD JJ NN NN JJ NN,CD JJ JJ NN NN NN,CD JJ JJ NN NN NN,CD JJ NN UH NN NN,CD JJ NN IN PRP NN,CD JJ NN NN PRP$ NN
3825,accuracy,NN,NN,NN,NN,NN,NN,NN
3826,binary accuracy,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,NN NN,JJ NN
3827,categorical accuracy,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
3828,sparse categorical accuracy,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN
3829,top k categorical accuracy,JJ CD JJ NN,JJ NN JJ NN,JJ CD JJ NN,JJ NN NN NN,NNP NNP JJ NN,JJ NN JJ NN,JJ NN JJ NN
3830,sparse top k categorical accuracy,JJ JJ CD JJ NN,NN JJ NN JJ NN,JJ JJ NN JJ NN,JJ JJ NN NN NN,NNP NNP NNP JJ NN,JJ JJ NN JJ NN,JJ JJ CD JJ NN
3831,root mean squared error,JJ JJ JJ NN,NN NN VBD NN,NN NN VBD NN,NN VBP JJ NN,NNP NNP VBN NN,NN JJ JJ NN,NN VB VBN NN
3832,log cosh error,NN NN NN,NN NNS NN,NN NN NN,VBP NN NN,NNP NNP NN,NN NN NN,VB NN NN
3833,r 2 score,FW CD NN,NN CD NN,NN CD NN,NN CD NN,NN CD NN,NN CD NN,NN CD NN
3834,confusion matrix condition count,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN
3835,false positives,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS
3836,false negatives,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS
3837,true negatives,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS
3838,true positives,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS
3839,precision,NN,NN,NN,NN,NN,NN,NN
3840,recall,NN,NN,NN,NN,VB,VB,VB
3841,sensitivity specificity base,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
3842,sensitivity at specificity,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN
3843,specificity at sensitivity,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN
3844,precision at recall,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NNP,NN IN NN,NN IN NN
3845,recall at precision,NN IN NN,NN IN NN,NN IN NN,NN IN NN,VBP IN NN,VB IN NN,VB IN NN
3846,auc,NNP,NN,NN,NN,NN,NNP,UH
3847,sum test,NN NN,JJ NN,NN NN,NN NN,NN NN,NN NN,NN NN
3848,mean test,NN NN,JJ NN,JJ NN,JJ NN,VB NN,JJ NN,VB NN
3849,metric wrapper test,NN NN NN,JJ JJR NN,JJ NN NN,JJ NN NN,JJ NN NN,NN NN NN,NN NN NN
3850,callback,NN,NN,NN,NN,NN,NN,NN
3851,callback list,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3852,swap ema weights test,VB NNP NNS NN,NN NN NNS NN,NN NN NNS NN,NN NN NNS NN,VB IN NNS NN,NN NN NNS NN,VB NN NNS NN
3853,prog bar logger,NN NN NN,NN NN NN,NN NN NN,NN NN NN,VB NN NN,NN NN NN,NN NN NN
3854,reduce lr on plateau,VB NNP IN NNP,VB NN IN NN,VB NNP IN NN,VB NN IN NN,VB NNP IN NN,VB UH IN NN,VB NN IN NN
3855,reduce lr on plateau test,VB NNP IN NNP NN,VB NN IN NN NN,VB NNP IN NN NN,VB NN IN NN NN,VB NNP IN NN NN,VB UH IN NN NN,VB NN IN NN NN
3856,learning rate scheduler test,NN NN NN NN,VBG NN NN NN,VBG NN NN NN,VBG NN NN NN,VBG NN NN NN,VBG NN NN NN,NN NN NN NN
3857,learning rate scheduler,NN NN NN,VBG NN NN,VBG NN NN,VBG NN NN,VBG NN NN,VBG NN NN,NN NN NN
3858,summary iterator,NN NN,JJ NN,NN NN,NN NN,NN NN,JJ NN,NN NN
3859,summary file,NN NN,JJ NN,NN NN,NN NN,NN NN,NN NN,NN NN
3860,test tensor board v 2,VB NN NN NN CD,NN NN NN VBZ CD,NN NN NN NN CD,NN NN NN NN CD,NNP NNP NNP NNP CD,NN NN NN NN CD,NN NN NN NN CD
3861,layer with summary,NN IN NN,NN IN JJ,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN
3862,terminate on na n test,VB IN NNP NN NN,NN IN JJ JJ NN,VB RP TO NN NN,VBP IN TO RB VB,VB IN IN NN NN,VB IN NN NN NN,VB IN IN CC NN
3863,callback test,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3864,cbk,NNP,NN,NN,NN,RB,NNP,NNP
3865,tensor board,NN NN,NN NN,NNP NN,NN NN,NNP NN,JJ NN,NN NN
3866,swap ema weights,VB NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,VB IN NNS,NN NN NNS,VB NN NNS
3867,csv logger,NNP NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
3868,custom dialect,JJ NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,JJ NN
3869,terminate on na n,VB IN NNP NN,NN IN NNS NNS,VB RP TO NN,VBP IN TO NN,VB IN IN CC,VB RP DT NN,VB IN TO CC
3870,csv logger test,NNP NN NN,NN JJR NN,NN NN NN,NN NN NN,NNP NNP NN,NN NN NN,NN NN NN
3871,history,NN,NN,NN,NN,NN,NN,NN
3872,lambda callback,NN NN,NN NN,NN NN,NN NN,NNP NN,NNP NN,NN NN
3873,model checkpoint,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3874,lambda callback test,NN NN NN,JJ NN NN,NN NN NN,NN NN NN,NNP NNP NN,NNP NN NN,NN NN NN
3875,early stopping,JJ NN,RB NN,RB VBG,RB VBG,RB VBG,RB VBG,JJ NN
3876,remote monitor,JJ NN,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
3877,interrupting callback,VBG NN,VBG NN,VBG NN,NN NN,VBG NN,VBG NN,VBG NN
3878,canary layer,NNP NN,JJ NN,JJ NN,NN NN,NN NN,NN NN,NN NN
3879,backup and restore callback test,VB CC VB NN NN,NN CC VB NN NN,NN CC VB NN NN,NN CC VB NN NN,VB CC VB NN NN,NN CC VB NN NN,NN CC VB NN NN
3880,model checkpoint test,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NN,NN NN NN,NN NN NN
3881,early stopping test,JJ NN NN,RB VBG NN,RB VBG NN,RB VBG NN,JJ VBG NN,JJ NN NN,JJ NN NN
3882,dummy model,JJ NN,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,NN NN
3883,backup and restore,VB CC VB,NN CC NN,NN CC VB,NN CC VB,VB CC VB,NN CC VB,NN CC VB
3884,custom scale layer,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,JJ NN NN
3885,test image net utils,VB NN NN NNS,NN NN NN NNS,NN NN JJ NNS,NN NN NN NNS,NN NN JJ NNS,NN NN NN NNS,NN NN NN NNS
3886,stochastic depth,JJ NN,JJ NN,JJ NN,JJ NN,NNP NN,JJ NN,JJ NN
3887,layer scale,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3888,applications test,NNS NN,NNS NN,NNS NN,NNS NN,NNS VBP,NNS NN,NNS NN
3889,quantizers test,NNS NN,NNS VBP,NNS NN,NNS NN,NNS VBP,NNS VBP,NNS NN
3890,quantizer,NN,NN,NN,NN,NNP,NN,NN
3891,abs max quantizer,JJ NN NNP,NNS VBP NN,IN NN NN,NNS NN NN,NNP NNP NN,XX NN NN,NNS NN NN
3892,layer,NN,NN,NN,NN,NN,NN,NN
3893,call spec,VB NN,NN NN,NN NN,NN NN,VB NN,VB NN,VB NN
3894,call context,NN NN,NN NN,NN NN,NN NN,VB NN,VB NN,VB NN
3895,input spec,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3896,layer test,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3897,test layer,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3898,some layer,DT NN,DT NN,DT NN,DT NN,DT NN,DT NN,DT NN
3899,rng layer,NNP NN,NN NN,NN NN,VBG NN,NNP NN,NN NN,NN NN
3900,rng list layer,NNP NN NN,JJ NN NN,NN NN NN,JJ NN NN,NNP NNP NN,NN NN NN,NN NN NN
3901,layer with metric,NN IN NN,NN IN JJ,NN IN JJ,NN IN JJ,NN IN JJ,NN IN NN,NN IN NN
3902,nested layer with metric,JJ NN IN NN,VBN NN IN JJ,VBN NN IN JJ,VBN NN IN JJ,VBN NN IN JJ,JJ NN IN NN,VBN NN IN NN
3903,layer with unbuilt state,NN IN JJ NN,NN IN JJ NN,NN IN JJ NN,NN IN JJ NN,NN IN JJ NN,NN IN JJ NN,NN IN JJ NN
3904,kwargs layer with unbuilt state,NNP NN IN JJ NN,NNS NN IN JJ NN,NNS NN IN JJ NN,NNS NN IN JJ NN,NN NN IN JJ NN,NNP NN IN JJ NN,NN NN IN JJ NN
3905,activity regularizer,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3906,loss layer,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3907,training layer,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3908,wrapped training layer,JJ NN NN,VBD NN NN,VBN NN NN,VBN NN NN,VBD NN NN,VBN NN NN,VBN NN NN
3909,training layer explicit,NN NN JJ,VBG NN NN,NN NN JJ,VBG NN JJ,NN NN NN,NN NN JJ,NN NN JJ
3910,inner layer one,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN NN,JJ NN CD
3911,inner layer two,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD
3912,inner layer three,JJ NN CD,NN VBD CD,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD
3913,mixed precision layer,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,VBN NN NN,JJ NN NN,VBN NN NN
3914,basic masked layer,JJ VBN NN,JJ VBD NN,JJ JJ NN,JJ NN NN,JJ VBN NN,JJ JJ NN,JJ VBN NN
3915,nested input masked layer,JJ NN VBN NN,VBN NN VBD NN,VBN NN VBN NN,VBN NN VBN NN,VBN NN VBD NN,JJ NN VBD NN,VBN NN VBN NN
3916,positional inputs masked layer,JJ NNS VBN NN,JJ NNS VBD NN,JJ NNS VBN NN,JJ NNS VBD NN,JJ NNS VBD NN,JJ NNS VBD NN,JJ NNS VBN NN
3917,positional nested inputs masked layer,JJ JJ NNS VBN NN,JJ VBN NNS VBD NN,JJ VBN NNS VBN NN,JJ VBN NNS VBD NN,JJ VBN NNS VBD NN,JJ JJ NNS VBD NN,JJ VBN NNS VBN NN
3918,non trainable weights layer,RB JJ NNS NN,RB JJ NNS NN,FW JJ NNS NN,JJ JJ NNS NN,AFX JJ NNS NN,AFX JJ NNS NN,RB JJ NNS NN
3919,nested non trainable weights layer,VBN RB JJ NNS NN,VBN JJ JJ NNS NN,VBN AFX JJ NNS NN,VBN JJ JJ NNS NN,VBN AFX JJ NNS NN,VBN JJ JJ NNS NN,VBN AFX JJ NNS NN
3920,no shape suffix,DT NN NN,DT NN NN,DT NN NN,DT NN NN,DT NN NN,DT NN NN,DT NN NN
3921,non matching argument,RB JJ NN,RB VBG NN,FW VBG NN,JJ VBG NN,JJ NN NN,AFX VBG NN,AFX NN NN
3922,matching arguments,JJ NNS,VBG NNS,VBG NNS,VBG NNS,VBG NNS,VBG NNS,VBG NNS
3923,subset arguments,NN NNS,NN NNS,NN NNS,JJ NNS,NN NNS,NN NNS,NN NNS
3924,single argument,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
3925,no training specified,DT NN VBN,DT NN VBD,DT NN VBN,DT NN VBN,DT NN VBN,DT NN VBN,DT NN VBN
3926,random crop,JJ NN,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
3927,mel spectrogram,NNP NN,NN NN,NN NN,NN NN,NNP NNP,UH NN,NNP NN
3928,resizing,NN,VBG,VBG,VBG,VBG,VBG,NN
3929,string lookup test,NN NN NN,VBG JJ NN,NN NN NN,NN NN NN,NNP NNP NN,NN NN NN,NN NN NN
3930,index lookup,NN NN,NN NN,NN NN,NN NN,NN NNP,NN NN,NN NN
3931,null initializer,JJ NN,JJ NN,JJ NN,JJ NN,NNP NNP,JJ NN,JJ NN
3932,index lookup layer test,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NNP NN NN,NN NN NN NN,NN NN NN NN
3933,discretization,NN,NN,NN,NN,NN,NN,NN
3934,random contrast test,JJ NN NN,NN NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
3935,random zoom,JJ NN,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
3936,hashing test,NN NN,VBG NN,VBG NN,NN NN,VBG NN,NN NN,NN NN
3937,hashed crossing,VBN NN,VBN NN,JJ NN,VBN VBG,VBD VBG,VBN NN,VBN NN
3938,hashed crossing test,VBN NN NN,VBN VBG NN,JJ NN NN,VBN VBG NN,VBD VBG NN,VBN NN NN,VBN NN NN
3939,random flip,JJ NN,NN NN,JJ NN,JJ JJ,JJ NN,JJ NN,JJ NN
3940,mocked random flip,VBN JJ NN,JJ NN NN,VBN JJ NN,JJ JJ JJ,VBD JJ NN,VBN JJ NN,VBD JJ NN
3941,random flip test,JJ NN NN,NN NN NN,JJ NN NN,JJ JJ NN,JJ JJ NN,JJ NN NN,JJ NN NN
3942,feature,NN,NN,NN,NN,NN,NN,NN
3943,feature space,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,VB NN
3944,random brightness test,JJ NN NN,NN NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
3945,hashing,NN,VBG,VBG,VBG,VBG,NN,NN
3946,integer lookup test,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NN,NN NN NN,NN NN NN
3947,center crop,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3948,random contrast,JJ NN,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
3949,text vectorization test,NN NN NN,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
3950,random brightness,JJ NN,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
3951,random rotation test,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
3952,discretization test,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3953,random translation,JJ NN,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
3954,resizing test,VBG NN,VBG NN,VBG NN,VBG NN,VBG NN,VBG NN,VBG NN
3955,feature space test,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,VB NN NN
3956,rescaling,NN,VBG,VBG,VBG,VBG,VBG,NN
3957,rescaling test,NN NN,VBG NN,VBG NN,VBG NN,VBG NN,VBG NN,VBG NN
3958,string lookup,NN NN,VBG NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
3959,random zoom test,JJ NN NN,NN NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
3960,center crop test,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
3961,normalization,NN,NN,NN,NN,NN,NN,NN
3962,integer lookup,NN NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
3963,category encoding test,NN NN NN,NN VBG NN,NN VBG NN,NN VBG NN,NN VBG NN,NN NN NN,NN NN NN
3964,mel spectrogram test,NNP NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NN,NN NN NN,NNP NN NN
3965,random crop test,JJ NN NN,RB NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
3966,random rotation,JJ NN,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
3967,tf data layer,NNP NN NN,NN NNS NN,NN NNS NN,JJ NNS NN,UH NNS NN,IN NN NN,IN NN NN
3968,category encoding,NN NN,NN VBG,NN VBG,NN VBG,NN VBG,NN VBG,NN NN
3969,text vectorization,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3970,random translation test,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
3971,normalization test,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
3972,max pooling 1 d,JJ NN CD FW,NN VBG CD NN,NN VBG CD NN,NN NN CD NN,NN VBG CD CD,NN NN CD NN,NN NN CD NN
3973,max pooling 3d,JJ NN NNP,NN VBG CD,NN VBG NN,NN NN .,JJ NN NN,NN VBG CD,NN NN CD
3974,average pooling 3d,JJ NN NNP,JJ VBG CD,JJ VBG NN,JJ NN CC,JJ NN NN,JJ VBG NN,NN NN CD
3975,average pooling 1 d,JJ NN CD FW,JJ VBG CD NN,JJ VBG CD NN,JJ NN CD NN,JJ NN CD CD,JJ NN CD NN,NN NN CD NN
3976,global average pooling 2 d,JJ JJ NN CD FW,JJ NN VBG CD NN,JJ NN VBG CD NN,JJ NN NN CD NN,JJ NN NN CD NN,JJ JJ NN CD NN,JJ NN NN CD NN
3977,base global pooling,JJ JJ NN,NN JJ NN,NN JJ VBG,NN JJ NN,NNP JJ NN,NN JJ NN,NN JJ NN
3978,global max pooling 3d,JJ JJ NN NNP,JJ NN VBG CD,JJ NN VBG NN,JJ NN NN .,JJ NNP NN NN,JJ NN NN CD,JJ NN NN NN
3979,global average pooling basic test,JJ JJ JJ JJ NN,JJ NN VBG JJ NN,JJ JJ VBG JJ NN,JJ NN VBG JJ NN,JJ JJ VBG JJ NN,JJ JJ NN JJ NN,JJ NN NN JJ NN
3980,global average pooling correctness test,JJ JJ NN NN NN,JJ NN VBG JJ NN,JJ NN VBG NN NN,JJ JJ NN NN NN,JJ JJ VBG NN NN,JJ JJ NN NN NN,JJ JJ NN NN NN
3981,max pooling basic test,JJ NN JJ NN,NN VBG JJ NN,NN VBG JJ NN,NN VBG JJ NN,NN VBG JJ NN,NN NN JJ NN,NN NN JJ NN
3982,max pooling correctness test,JJ NN NN NN,NN VBG JJ NN,NN VBG NN NN,NN NN NN NN,JJ VBG NN NN,NN NN NN NN,NN NN NN NN
3983,average pooling basic test,JJ JJ JJ NN,JJ VBG JJ NN,JJ VBG JJ NN,JJ JJ JJ NN,JJ VBG JJ NN,JJ VBG JJ NN,JJ NN JJ NN
3984,average pooling correctness test,JJ NN NN NN,JJ VBG JJ NN,JJ VBG NN NN,JJ NN NN NN,JJ VBG NN NN,JJ NN NN NN,JJ NN NN NN
